english,russian
bugaboo,пугало
buggy,кабриолет
bugler,горнист
buick,бьюик
builky,большой
bulbous,луковичный
bulgaria,болгария
bulky,громоздкий
bull,бык
bulldog,бульдог
bulldozer,бульдозер
bullet,пуля
bulletin,бюллетень
bulletproof,пуленепробиваемый
bullfinch,снегирь
bullion,слиток
bullish,экон)растущий
bullock,вол
bullshit,чушь
bulrush,камыш
bulward,бастион
bulwark,вал
bum,бродяга
bumble,жужжать
bumblebee,шмель
bumbling,неумелый
bumper,бампер
bumpiness,тряска
bumpkin,деревенщина
bumpy,ухабистый
bun,булочка
bungalow,бунгало
bungle,ошибка
bunion,мозоль
bunk,койка
bunkering,бункеровка
bunny,зайчик
bunsen,бунзен
bunt,посылать
bunting,материя
bunyan,буньян
buoyancy,плавучесть
buoyant,плавучий
bur,репейник
burbot,налим
burdensome,обременительный
burdock,лопух
bureau,бюро
bureaucracy,бюрократия
bureaucrat,бюрократ
bureaucratic,бюрократический
burgeon,разрастаться
burgher,бюргер
burglar,взломщик
burglarize,взламывать
burgomaster,бургомистр
burial,похороны
burke,замять
burlesque,бурлеск
burly,рослый
burma,бирма
burmese,бирманский
burner,горелка
burnie,речеек
burnish,полировать
burnisher,полировщик
burr,заусеница
burrage,задир
burro,ослик
bursa,сумка
busbar,элек)шина
bushel,бушель
bushing,втулка
bushy,густой
busily,прилежно
businesses,предприятие
businesslike,деловитый
businessman,бизнесмен
bust,ошибка
bustard,дрофа
busy,занятый
busybody,хлопотун
butane,бутан
butcher,мясник
butchery,бойня
butler,дворецкий
butt,окурок
butte,холм
butter,масло
buttercup,лютик
butterfly,бабочка
buttermilk,пахта
butting,стык
buttocks,ягодица
button,кнопка
buttonhole,петля
butyl,бутил
butylene,бутилен
buxom,полногрудый
buy,покупать
buyer,покупатель
buzz,жужжать
buzzard,сарыч
buzzer,зуммер
by-gone,прошлый
bycicle,велосипед
bye,пока
byelorussia,белоруссия
bygone,минувший
bylaw,правило
bylaws,устав
byroad,проселок
bystander,наблюдатель
bystreet,переулок
byword,пословица
byzantine,византийский
ca,кал
cab,такси
cabal,заговор
cabaret,кабаре
cabinet-maker,столяр
cabinetmaker,столяр
cablegram,каблограмма
cabriolet,кабриолет
cacao,какао
cacophonous,какафонический
cactus,кактус
cadastre,кадастр
cadaver,труп
caddish,хамский
caddy,чайница
cadence,ритм
cadenza,каденция
cadet,кадет
cadillac,кадиллак
cadre,схема
cadres,кадр
cafe,кафе
cafeteria,кафетерий
caffeine,кофеин
caftan,кафтан
cagey,осторожный
cagy,осторожный
cairo,каир
caisson,кессон
cajole,льстить
cajolery,уговор
cal,калория
calabash,горлянка
calamitous,бедственный
calamity,бедствие
calculate,вычислять
calculator,калькулятор
calculus,исчисление
calcutta,калькутта
caldron,котел
caledonia,каледония
calender,коландр
calgary,калгари
caliber,калибр
